"LABID","id","Duplicate1","Duplicate2","Duplicate3","X2019.herd","CentAm.Mmex","unmixed","CentAm.inclusive","All.samples","Haplogroup","CentAm.BakerMex","CentAm.AllMex","Herds.BakerMMex","Mmex.MartinezLoustalot","Mmex.REV","fine.herd","CRC.pure.herd","all.2021.data.herds","GTseq.stratum","in.gtseq","wint.area","feed.area","herd","HI.SEAK.v.HI"
195661,"z0195661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195663,"z0195663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195683,"z0195683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195687,"z0195687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195691,"z0195691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195694,"z0195694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195699,"z0195699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195701,"z0195701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195702,"z0195702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195704,"z0195704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195705,"z0195705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195711,"z0195711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195716,"z0195716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195718,"z0195718","z0195719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195725,"z0195725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195728,"z0195728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195732,"z0195732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195737,"z0195737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195740,"z0195740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195751,"z0195751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195753,"z0195753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195754,"z0195754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195760,"z0195760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195762,"z0195762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195764,"z0195764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR.WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195767,"z0195767","z0108528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195783,"z0195783","z0196893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
195784,"z0195784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196710,"z0196710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196715,"z0196715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196719,"z0196719","z0196820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196724,"z0196724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196725,"z0196725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196729,"z0196729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196731,"z0196731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196734,"z0196734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196739,"z0196739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196740,"z0196740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196751,"z0196751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196752,"z0196752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196754,"z0196754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196763,"z0196763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196764,"z0196764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196766,"z0196766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196769,"z0196769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196774,"z0196774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196809,"z0196809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196824,"z0196824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196825,"z0196825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196829,"z0196829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196834,"z0196834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196835,"z0196835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196841,"z0196841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196843,"z0196843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196849,"z0196849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196856,"z0196856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196864,"z0196864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
196894,"z0196894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
197666,"z0197666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
197668,"z0197668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
197669,"z0197669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
197672,"z0197672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
207776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
43627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
43678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
47587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
47603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
56052,"z0056052",NA,NA,NA,"Baker.Mmex",NA,NA,NA,NA,NA,"Baker.Mex","MMex","Baker.Mex",NA,"Baker.Mex",NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
56082,"z0056082","z0047587",NA,NA,"Baker.Mmex",NA,NA,NA,NA,NA,"Baker.Mex","MMex","Baker.Mex",NA,"Baker.Mex",NA,NA,"MnMx-NGOA",NA,NA,"MnMx","GOA","MnMx-GOA",NA
56089,"z0056089",NA,NA,NA,"Baker.Mmex",NA,NA,NA,NA,NA,"Baker.Mex","MMex","Baker.Mex",NA,"Baker.Mex",NA,NA,NA,"MnMx-GOA","Y","MnMx","GOA","MnMx-GOA",NA
40513,"z0040513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
41526,"z0041526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
43475,"z0043475","z0043479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
43994,"z0043994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
45776,"z0045776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
53078,"z0053078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-SEAK/NBC","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
53082,"z0053082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-SEAK/NBC","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
53090,"z0053090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-SEAK/NBC","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
53111,"z0053111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-SEAK/NBC","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
61527,"z0061527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
70997,"z0070997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK",NA,NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
91251,"z0091251",NA,NA,NA,"MMex.WA",NA,NA,NA,"MMex.WA","A",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.AK","MnMx-SEAK","MnMx-SEAK",NA,NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
113617,"z0113617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK",NA,NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
113628,"z0113628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
174003,"z0174003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK",NA,NA,"MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
174004,"z0174004","z0146087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
203524,"z0203524","z0178357","z0046925","z0091060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMex-SEAK","MnMx-SEAK","Y","MnMx","SEAK.NBC","MnMx-SEAK.NBC",NA
195258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
195670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"CA.OR.WA",NA,NA
