"LABID","id","Duplicate1","Duplicate2","Duplicate3","X2019.herd","CentAm.Mmex","unmixed","CentAm.inclusive","All.samples","Haplogroup","CentAm.BakerMex","CentAm.AllMex","Herds.BakerMMex","Mmex.MartinezLoustalot","Mmex.REV","fine.herd","CRC.pure.herd","all.2021.data.herds","GTseq.stratum","in.gtseq","wint.area","feed.area","herd","HI.SEAK.v.HI"
53032,"z0053032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53038,"z0053038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53040,"z0053040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53042,"z0053042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC",NA,NA,"HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53071,"z0053071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53073,"z0053073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53083,"z0053083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53096,"z0053096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53097,"z0053097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53100,"z0053100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53101,"z0053101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53102,"z0053102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53103,"z0053103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53131,"z0053131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53132,"z0053132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53133,"z0053133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53138,"z0053138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53142,"z0053142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
53149,"z0053149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","HI-SEAK","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
75691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
113607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
113619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
146081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
146094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
174005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
178363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
207765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-SEAK/NBC","Y","HI","SEAK.NBC","HI-SEAK.NBC","HI-SEAK.NBC"
45310,"z0045310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.NBC","HI-WA/SBC","HI-WA/SBC",NA,NA,"HI","WA.SBC","HI-WA.SBC","HI"
51397,"z0051397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC","HI-WA/SBC","HI-WA/SBC",NA,NA,"HI","WA.SBC","HI-WA.SBC","HI"
51888,"z0051888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
61982,"z0061982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-OR.WA.SBCOC","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
175378,"z0175378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
187885,"z0187885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
195649,"z0195649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
195655,"z0195655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
195688,"z0195688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
196828,"z0196828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
196852,"z0196852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
196855,"z0196855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
196857,"z0196857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI?-WA.SBCOC.Salish.Sea","HI-WA/SBC","HI-WA/SBC","HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
207777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
207778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI-WA/SBC","Y","HI","WA.SBC","HI-WA.SBC","HI"
41519,"z0041519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/MnMx-SEAK","HI/MnMx-SEAK","Y","HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA
41521,"z0041521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/MnMx-SEAK","HI/MnMx-SEAK","Y","HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA
44009,"z0044009","z0075684","z0113620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/MnMx-SEAK","HI/MnMx-SEAK","Y","HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA
45710,"z0045710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/MnMx-SEAK","HI/MnMx-SEAK","Y","HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA
143870,"z0143870","z0146082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/MnMx-SEAK",NA,NA,"HI/MnMx","SEAK.NBC","HI/MnMx-SEAK.NBC",NA
43464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI/Rev-SEAK","Y","HI/Rev","SEAK.NBC","HI/Rev-SEAK.NBC",NA
3759,"z0003759",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex",NA,NA,"MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
3926,"z0003926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
5757,"z0005757",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
5758,"z0005758",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
7543,"z0007543","z0045359","z0045366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
12714,"z0012714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
16577,"z0016577","z0195654",NA,NA,"MMex","MMex","MMex","MMex","MMex","A",NA,"MMex","MMex","MMex","MMex","MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
16579,"z0016579",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","A",NA,"MMex","MMex","MMex","MMex","MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29818,"z0029818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29819,"z0029819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29827,"z0029827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29828,"z0029828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29832,"z0029832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29834,"z0029834",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29843,"z0029843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29845,"z0029845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29858,"z0029858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29859,"z0029859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29860,"z0029860",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","A",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29861,"z0029861",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29865,"z0029865",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
29866,"z0029866","z0118450",NA,NA,"MixMB",NA,"MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37548,"z0037548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37569,"z0037569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37604,"z0037604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37607,"z0037607",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37609,"z0037609",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37610,"z0037610",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37612,"z0037612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37623,"z0037623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
37625,"z0037625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45312,"z0045312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45317,"z0045317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45326,"z0045326",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45334,"z0045334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45344,"z0045344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45347,"z0045347",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45348,"z0045348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45354,"z0045354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45355,"z0045355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45363,"z0045363","z0045368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45371,"z0045371",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","A",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45398,"z0045398",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45399,"z0045399",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45404,"z0045404","z0187838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45405,"z0045405",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA.OR","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45407,"z0045407",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA.OR.WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45793,"z0045793",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
45794,"z0045794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51327,"z0051327",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","E",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51381,"z0051381",NA,NA,NA,"MMex","MMex","MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51398,"z0051398",NA,NA,NA,"MMex.WA",NA,NA,NA,"MMex.WA","E",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC.Salish.Sea","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC",NA,NA,"MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51399,"z0051399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51400,"z0051400",NA,NA,NA,"MMex.WA",NA,NA,NA,"MMex.WA","E",NA,NA,NA,NA,NA,"MnMx-WA.SBCOC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
51428,"z0051428",NA,NA,NA,"MixMB",NA,"MMex","MMex","MMex","F",NA,"MMex","MMex","MMex","MMex","MnMx-CA","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","MnMx-CA/OR/WA/SBC","Y","MnMx","CA.OR.WA","MnMx-CA.OR.WA",NA
