,AnimalID,LABID.x,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX,HAP,mito.haps,USE,GTseq.stratum,Optimization.sample,Main.run,Latitude,Longitude,YR,SOURCE,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin,Status,Concentration,Dried.down
399,51968,51968,NA,NA,NA,MMex,SMX,F,F4,MnMito42,mito,SMX,NA,x,40.35,-124.533333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,z0051968,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,321,304,Complete,24.61,NA
498,52846,52846,NA,NA,NA,NA,REV-SEAK/NBC,F,Aplus,NA,NA,REV-SEAK/NBC,NA,x,57.216666,-133.983333,2005,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator","Luis Medrano, Salvatore Cerchio",NA,z0052846,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,327,326,Complete,16.4631,NA
483,52882,52882,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,57.75,-135.233333,2005,BIOPSY-SPLASH-STRALEY,Jan Straley,NA,NA,"Yes, collaborator",NA,PWF,z0052882,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,327,322,Complete,30.3958,NA
291,53020,53020,NA,NA,NA,NA,HI-SEAK,M,Aplus,NA,HI-SEAK,HI-SEAK,x,x,53.783333,-133.216666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Kenneth Held-PUBLIC,z0053020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,289,255,Complete,4.84,NA
333,53024,53024,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,53.8,-133.233333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053024,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,307,282,Complete,21.18,NA
171,53025,53025,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,53.966666,-133.4,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053025,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,181,106,In.Progress,22.4,NA
536,53031,53031,NA,NA,NA,NA,HI-SEAK,F,E2,NA,HI-SEAK,HI-SEAK,x,x,52.566666,-131.483333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053031,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,329,325,Complete,46.02,NA
480,53032,53032,NA,NA,NA,NA,HI-SEAK,F,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.333333,-131.016666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053032,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,327,323,Complete,136.33,NA
14,53038,53038,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,54.266666,-133.066666,2004,BIOPSY-CANADA-SPLASH,NA,NA,NA,NA,NA,"PWF, Chris Gabriele",z0053038,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,13.6061,X
375,53040,53040,NA,NA,NA,NA,HI-SEAK,F,E2,NA,HI-SEAK,HI-SEAK,x,x,54.183333,-132.883333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053040,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,319,308,Complete,41.8,NA
513,53051,53051,NA,NA,NA,NA,MnMx-CA/OR/WA/SBC,M,E1,NA,NA,MnMx-CA/OR/WA/SBC,NA,x,48.383333,-125.333333,2004,BIOPSY-CANADA-SPLASH,NA,"Low concentration, but trying it",NA,NA,NA,WW Cabo,z0053051,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,325,Complete,14.0336,X
383,53054,53054,NA,NA,NA,MixMB.WA,MnMx-CA/OR/WA/SBC,F,Aplus,MnMito03,mito,MnMx-CA/OR/WA/SBC,NA,x,48.5,-125.416666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Cascadia match pre-HW,z0053054,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,320,306,Complete,23.31,NA
143,53055,53055,NA,NA,NA,MixMB.WA,SMX,M,E1_E11,MnMito14,mito,SMX,NA,x,48.4,-125.666666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,"Nico, FIBB",z0053055,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,100,45,In.Progress,24.8,NA
457,53071,53071,NA,NA,NA,NA,HI-SEAK,M,HET,NA,HI-SEAK,HI-SEAK,x,x,50.683333,-128.983333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053071,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,326,316,Complete,27.8,NA
420,53073,53073,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,52.183333,-130.883333,2004,BIOPSY-CANADA-SPLASH,NA,NA,NA,NA,NA,PWF,z0053073,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,324,319,Complete,35.4881,NA
570,53078,53078,NA,NA,NA,NA,MnMx-SEAK/NBC,M,F2,NA,NA,MnMx-SEAK,NA,x,52.516666,-131.216666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,NA,NA,FIBB,z0053078,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,35.6059,NA
136,53082,53082,NA,NA,NA,NA,MnMx-SEAK,F,Aminus,NA,MnMx-SEAK,MnMx-SEAK,x,x,52.55,-131.183333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,FIBB,z0053082,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,73,17,In.Progress,9.74,NA
345,53083,53083,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.55,-131.166666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053083,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,310,285,Complete,16.6,NA
338,53090,53090,NA,NA,NA,NA,MnMx-SEAK,M,Aplus,NA,MnMx-SEAK,MnMx-SEAK,x,x,53.166666,-129.083333,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,FIBB,z0053090,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,308,289,Complete,20.15,NA
265,53096,53096,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,54.233333,-132.816666,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053096,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,273,232,In.Progress,17.63,NA
359,53100,53100,NA,NA,NA,NA,HI-SEAK,M,Aplus,NA,HI-SEAK,HI-SEAK,x,x,54.25,-133.183333,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053100,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,315,300,Complete,22.22,NA
238,53101,53101,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,54.016666,-133.233333,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053101,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,254,198,In.Progress,21.74,NA
348,53102,53102,NA,NA,NA,NA,HI-SEAK,F,Aplus,NA,HI-SEAK,HI-SEAK,x,x,54.25,-132.95,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Chris Gabriele,z0053102,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,312,295,Complete,31.21,NA
506,53103,53103,NA,NA,NA,NA,HI-SEAK/NBC,F,Aminus,NA,NA,HI-SEAK/NBC,NA,x,54.216666,-132.816666,2005,BIOPSY-CANADA-SPLASH,NA,NA,NA,NA,NA,Imagery HI PUBLIC,z0053103,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,322,Complete,20.3362,NA
514,53111,53111,NA,NA,NA,NA,MnMx-SEAK,M,Aplus,NA,MnMx-SEAK,MnMx-SEAK,x,x,51.033333,-127.8,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Nico,z0053111,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,328,320,Complete,15.53,NA
537,53131,53131,NA,NA,NA,NA,HI-SEAK,F,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.333333,-131.016666,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",Adam Pack,NA,z0053131,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,329,326,Complete,117.56,NA
564,53132,53132,NA,NA,NA,NA,HI-SEAK/NBC,M,Aminus,NA,NA,HI-SEAK/NBC,NA,x,52.35,-131.033333,2005,BIOPSY-CANADA-SPLASH,NA,NA,NA,NA,Adam Frankel,NA,z0053132,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,330,326,Complete,15.1552,NA
183,53133,53133,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.333333,-131.033333,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053133,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,192,118,In.Progress,13.79,NA
266,53138,53138,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.416666,-131.15,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,Patrick Sproul-PUBLIC,z0053138,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,273,224,In.Progress,16.41,NA
401,53142,53142,NA,NA,NA,NA,HI-SEAK,M,Aminus,NA,HI-SEAK,HI-SEAK,x,x,52.416666,-131.15,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053142,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,322,315,Complete,32.63,NA
154,53149,53149,NA,NA,NA,NA,HI-SEAK,M,Aplus,NA,HI-SEAK,HI-SEAK,x,x,51.783333,-127.9,2005,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,PWF,z0053149,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,120,38,In.Progress,11.7,NA
454,53754,53754,56376,107054,NA,MixCB,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,13.766666,-90.283333,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053754,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,326,323,Complete,234.51,NA
100,53756,53756,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,13.783333,-90.333333,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,15,3,Abandoned,13.43,NA
204,53757,53757,NA,NA,NA,CentAm,CentAm,F,E1,MnMito09,mito,CentAm,NA,x,13.783333,-90.366666,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053757,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,222,119,In.Progress,11.04,NA
303,53758,53758,NA,NA,NA,CentAm,CentAm,M,E4,MnMito22,mito,CentAm,NA,x,13.716666,-90.233333,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053758,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,295,268,Complete,39.56,NA
639,53759,53759,NA,NA,NA,CentAm,CentAm,M,E6,MnMito25,mito,CentAm,NA,x,13.85,-90.55,2006,BIOPSY-GUATEMALA-SPLASH,John,"Alleged dup of 51324, but sex and hap are different",3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053759,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,335,329,Complete,622.29,NA
181,53760,53760,NA,NA,NA,CentAm,CentAm,M,E5,MnMito23,mito,CentAm,x,x,13.85,-90.55,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053760,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,189,114,In.Progress,53.03,NA
257,53842,53842,NA,NA,NA,CentAm,CentAm,F,E1,MnMito10,mito,CentAm,NA,x,12.433333,-87.266666,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053842,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,268,216,In.Progress,30.53,NA
374,53843,53843,NA,NA,NA,CentAm,CentAm,F,F2,MnMito32,mito,CentAm,NA,x,12.583333,-87.416666,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053843,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,319,306,Complete,37.71,NA
380,53844,53844,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,12.833333,-87.683333,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053844,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,320,296,Complete,10.07,NA
128,53845,53845,NA,NA,NA,MixCB,CentAm,M,E13,MnMito16,mito,CentAm,NA,x,12.833333,-87.683333,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053845,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,50,2,Abandoned,13.35,NA
197,53846,53846,NA,NA,NA,CentAm,CentAm,M,F1,MnMito28N,mito,CentAm,x,x,12.633333,-87.5,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053846,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,212,161,In.Progress,28.59,NA
478,53847,53847,NA,NA,NA,MixCM,CentAm,F,F3,MnMito41,mito,CentAm,x,x,12.516666,-87.316666,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053847,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,327,323,Complete,60.67,NA
559,53849,53849,NA,NA,NA,CentAm,CentAm,M,E1,MnMito12,mito,CentAm,NA,x,12.766666,-87.6,2006,BIOPSY-NICARAGUA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0053849,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,330,323,Complete,21.78,NA
525,55903,55903,NA,NA,NA,NA,REV-EAI/Ber,F,E3,NA,NA,REV-EAI/Ber,NA,x,18.7,-110.933333,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055903,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,328,325,Complete,21.5842,NA
112,55908,55908,NA,NA,NA,NA,REV-WGOA/NGOA,M,Aplus,NA,NA,REV-WGOA/NGOA,NA,x,18.716666,-110.95,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055908,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,23,1,Abandoned,45.4905,NA
367,55912,55912,NA,NA,NA,NA,REV-WGOA/NGOA,M,E3,NA,NA,REV-WGOA/NGOA,NA,x,18.716666,-110.9,2004,BIOPSY-MEXICO-SPLASH,NA,Added Nov 29,NA,NA,NA,SPLASH match,z0055912,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,316,304,Complete,36.5951,NA
310,55916,55916,NA,NA,NA,NA,REV-WGOA/NGOA,F,E1,NA,NA,REV-WGOA/NGOA,NA,x,18.883333,-110.966666,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055916,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,297,269,Complete,33.6645,NA
397,55931,55931,NA,NA,NA,NA,REV-WGOA/NGOA,M,Aminus,NA,NA,REV-WGOA/NGOA,NA,x,18.7,-110.9,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055931,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4,321,313,Complete,16.8724,NA
398,55944,55944,NA,NA,NA,NA,REV-WGOA/NGOA,M,A3,NA,NA,REV-WGOA/NGOA,NA,x,18.716666,-110.966666,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055944,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,321,313,Complete,54.6738,NA
80,55945,55945,NA,NA,NA,NA,Rev-SEAK/NBC,F,Aplus,NA,NA,Rev-SEAK/NBC,NA,x,18.716666,-110.95,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0055945,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,0,Abandoned,NA,NA
447,55962,55962,NA,NA,NA,NA,REV-EAI/Ber,M,Aplus,NA,NA,REV-EAI/Ber,NA,x,18.716666,-110.966666,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055962,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,325,308,Complete,42.6813,NA
386,55971,55971,NA,NA,NA,NA,REV-WGOA/NGOA,F,Aplus,NA,NA,REV-WGOA/NGOA,NA,x,NA,NA,NA,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055971,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,320,301,Complete,11.9563,NA
387,55977,55977,NA,NA,NA,NA,REV-WGOA/NGOA,M,A3,NA,NA,REV-WGOA/NGOA,NA,x,NA,NA,NA,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055977,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,320,306,Complete,38.7369,NA
445,55996,55996,NA,NA,NA,NA,Rev,M,A3,NA,ddRAD.REV,Rev,x,x,18.716666,-110.916666,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,NA - no winter photo,z0055996,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,325,316,Complete,126.14,NA
446,55997,55997,NA,NA,NA,NA,Rev,M,Aminus,NA,ddRAD.REV,Rev,x,x,18.85,-111,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,NA - no winter photo,z0055997,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,325,313,Complete,113.58,NA
414,55998,55998,NA,NA,NA,NA,Rev-WGOA/NGOA,F,F2,NA,ddRAD.REV,Rev-WGOA/NGOA,x,x,18.783333,-111.05,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,SPLASH match,z0055998,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,323,311,Complete,131.26,NA
430,55999,55999,NA,NA,NA,NA,REV-WGOA/NGOA,M,E1,NA,NA,REV-WGOA/NGOA,NA,x,18.783333,-111.05,2004,BIOPSY-MEXICO-SPLASH,NA,Added Nov 29,NA,NA,NA,SPLASH match,z0055999,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,324,317,Complete,28.989,NA
42,30033,30033,56020,207758,NA,NA,MnMx/Rev-SEAK,M,Aplus,NA,NA,REV-SEAK/NBC,NA,x,58.566666,-136.116666,2002,BIOPSY-AK-GBNP,Chris Gabriele,NA,NA,NA,NA,"Nico, SPLASH match",z0056020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,12.1731,X
219,56034,56034,NA,NA,NA,NA,Rev,M,E1,NA,ddRAD.REV,Rev,x,x,18.7,-110.983333,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,NA - no winter photo,z0056034,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,237,147,In.Progress,29.54,NA
37,56052,56052,NA,NA,NA,NA,MnMx-GOA,M,E7,NA,NA,MnMx-GOA,NA,x,20.683333,-105.45,2004,SLOUGHED-MEXICO-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0056052,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,NA,NA
288,56056,56056,NA,NA,NA,NA,MnMx-Baker,M,Aplus,NA,NA,MnMx-Baker,NA,x,20.666666,-105.433333,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056056,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,287,240,Complete,NA,NA
392,56059,56059,NA,NA,NA,NA,MnMx-Baker,M,E1,NA,NA,MnMx-Baker,NA,x,20.683333,-105.433333,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056059,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,321,299,Complete,NA,NA
590,56062,56062,NA,NA,NA,NA,MnMx-Baker,M,Aplus,NA,NA,MnMx-Baker,NA,x,20.75,-105.566666,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056062,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,331,325,Complete,NA,NA
209,56064,56064,NA,NA,NA,NA,MnMx-Baker,M,E1,NA,NA,MnMx-Baker,NA,x,20.7,-105.5,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056064,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,227,118,In.Progress,NA,NA
210,56065,56065,NA,NA,NA,NA,MnMx-Baker,M,F2,NA,NA,MnMx-Baker,NA,x,20.633333,-105.316666,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056065,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,227,110,In.Progress,NA,NA
186,56069,56069,NA,NA,NA,NA,MnMx-Baker,M,Aplus,NA,NA,MnMx-Baker,NA,x,20.666666,-105.383333,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056069,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,196,142,In.Progress,NA,NA
31,56070,56070,NA,NA,NA,MixMB,MnMx-CA/OR/WA/SBC,M,E1,MnMito08,mito,MnMx-CA/OR/WA/SBC,NA,x,20.683333,-105.383333,2004,BIOPSY-MEXICO-SPLASH,Jorge,NA,3-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,z0056070,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,27.42,NA
214,56073,56073,NA,NA,NA,NA,MnMx-Baker,F,E5,NA,NA,MnMx-Baker,NA,x,20.7,-105.483333,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056073,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,234,174,In.Progress,NA,NA
459,56085,56085,NA,NA,NA,NA,MnMx-Baker,F,E1,NA,NA,MnMx-Baker,NA,x,20.7,-105.4,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056085,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,326,324,Complete,NA,NA
147,56089,56089,NA,NA,NA,NA,MnMx-GOA,F,Aplus,NA,NA,MnMx-GOA,NA,x,20.766666,-105.566666,2004,SLOUGHED-MEXICO-SPLASH,NA,bonus,NA,NA,NA,SPLASH match,z0056089,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,105,18,In.Progress,NA,NA
507,56092,56092,NA,NA,NA,NA,MnMx-Baker,M,E3,NA,NA,MnMx-Baker,NA,x,20.733333,-105.45,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056092,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,320,Complete,NA,NA
55,56093,56093,NA,NA,NA,NA,MnMx-Baker,F,F2,NA,NA,MnMx-Baker,NA,x,20.75,-105.5,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056093,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,Abandoned,NA,NA
508,56095,56095,NA,NA,NA,NA,MnMx-Baker,F,Aminus,NA,NA,MnMx-Baker,NA,x,20.7,-105.433333,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056095,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,328,323,Complete,NA,NA
23,56100,56100,NA,NA,NA,NA,MnMx-Baker,F,E5,NA,NA,MnMx-Baker,NA,x,20.716666,-105.416666,2004,BIOPSY-MEXICO-SPLASH,NA,bonus,NA,NA,NA,NA - no herd assigned,z0056100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,Abandoned,NA,NA
201,56374,56374,107081,NA,NA,CentAm,CentAm,M,F2,MnMito32,mito,CentAm,NA,x,8.7,-83.733333,2004,SLOUGHED-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,z0056374,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,215,146,In.Progress,6.19955,NA
622,56375,56375,NA,NA,NA,NA,CentAm,M,E1_E11,NA,NA,CentAm,NA,x,11.016666,-85.8,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",z0056375,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,333,331,Complete,80.2923,NA
